text,tweet_ids,sentiment1
"Hilig manggulat ng mga grand rally ni vp.  Magkunwari nalang akong gulat sa resulta ng eleksyon sa mayo.
#NuevaEcijaIsPink",['1506283519244668931'],0
@kikopangilinan Sige ngiti lang iyak nalang after election 😀😀😀,['1500103778351165445'],1
BBM take down notes na lang from Presidentiable participants sa Comelec Pilipinas Debate 2022..eh ayaw o takot sumali sa mga debates. At least matuto man lang siya from them. Haaay… #PiliPinasDebates2022,['1505161188652449799'],1
@cpfldos Wait mo muna hanggang election baka di pa tapos character development nyan maging pacquiao bigla yan,['1504893557920137216'],2
"Sen, Lacson for 2022 presidential election. Subok na may mataas na moral sa sarili, integridad,disiplina at galit sa kurakot. https://t.co/7MIr6mBHi6",['1507249636444372994'],0
Paisa na Di mo nmn alam kng ano punagsasabi ng kinakampihan mo😃 galit kayo sa kathniel dhil Di nagsalita about election pero ok lng sa inyo na Di magsalita si bar/bie about sa issue https://t.co/yUyihL72I5 https://t.co/VxCkR0bjPu,['1506823815048794112'],1
"@souschefanne @officiallyTJ04 @gmanews @COMELEC @bongbongmarcos Ay takot sa tao? Nood ka Ng caravan sa marikina.. mga tao mismo nagtanong sa kanya. Iboto nyo kng Sino gusto nyo, iboboto nmin sino gusto namin ganon lang ka simple. Wag na dagdag Ng kung ano ano Di naman Alam saloobin Ng tao.",['1505344142700089344'],1
"@angqalat Ay ang saya. Naisip ko tuloy parang youth conference dati noong YFC days ko. Hindi lang election fever but a movement. Ito ang totoong festive. Go go kakampinks.

#NegrosIsPink
#BacolodIsPink 
#PhilippinesIsPink",['1501952991628120064'],0
@PeterVilladolid @almutairi_juio @MillAnarchist @Tinzelle3103 @manilabulletin Inggit saan?s pghakot nio?s npa nio?gosh..katakot pg c mama nio nanalo at kau gnwa niong santa wala ng paki s  after election,['1502487453709570052'],1
"@AkoSiTitoMarco @COMELEC Grabe may Page sa FB, tuwang tuwa sila na may Appointee na connected kay Marcos. Dayaan is real.",['1501115760047181828'],1
"@TheGary86481490 Haha PRO NPA SUPPORTER, PRO DRUG ADDICTS, PRO OLIGARCHS at PRO ELECTION FRAUD ka! Haha nakakahiya sayo yan lang magagawa mo against BBM! Haha wala ng magagawa si Leni mo! Hahah iyak na lang!",['1506537204746756099'],1
"@Richeydarian Turning like a wildfire. Pati ba naman Basilan naka 45k+ si Leni. Kaya nga hindi na maikaila ng mga marcos ang takot, bumira na naman si imee sa comelec to create a basis for the incoming barrage of election protests and demands for recount.",['1504365359343751168'],1
"meron akong friend na chinat ko bigla, i was asking kung ngayon ang halalan 2022, sino iboboto mo pres? 

solid bbm daw sya before, pero nung nagbasa sya at nanood ng mga documentaries from good sources, nabago daw ang pananaw nya. kaya isa na siyang kakampink ngayon.",['1503735544794456067'],2
"@isabelmerana False, takot lang muli matanong tungkol sa mga nakaw na yaman!!! Tulad ng ginawa sa kaya ni Cayetano sa janilsng debate noong nakaraang halalan!!!",['1500980628158050305'],1
"@imnotokaytoo @PhilippineStar @onenewsph Hahaha. Kapit lagi sa survey, pag dating ng eleksyon, iyak nmn  hahaha. Puro pa recount! Hahaha. Iyakin! 😭😭😭😭😭😭😭😭😭",['1501368677693751296'],1
baka after ng May 9 2022 Election 😂😂😂 yung mga galit na galit kay BBM at SARA mausisa mo nauuna ng tumakbo sa pila ng Ayuda tapos kaming mga SOLID BBM-SARA pa smile smile lang habang kumakain ng  tokneneng hahahahahaha mga Leche kayo Pinklawan 😂😂😂,['1502602625207844864'],1
"Gisto ko yung habang lumalapit ang election mas nagiging gigil ang mga speech mila🌷

#SamarIsPink https://t.co/NNgc2rHKaO",['1508369896002166785'],0
"kaya sa mga kababayan ko wag na po sana naten sayangin ang boto naten sa may 2022, ihalal po naten ang taong may disiplina at galit sa magnanakaw sa kaban ng bayan. Sen Ping Lacson for 2022 presidential election. https://t.co/iWHKxafcgL",['1507107704707301376'],0
@nelson_0628 @COMELEC Edited! Magkaibang direction ng tinitignan. Bigla ding lumiit ang image ng katabi. Hahahaha…. Poor editing! https://t.co/Cl64zB5rPu,['1501073226784333826'],1
parang ang swerte naman naming mga first time na botante ngayong darating na halalan ang saya saya ng kampanya grabe DESERVE SO MUCH,['1500687516449443842'],0
May mga pulitikong tinataon ang distribution ng financial assistance kapag malapit na ang eleksyon. Minsan bigla rin silang nakikiride on sa distribution ng susbsidies from national government agencies. Mga mapanlinlang at oportunista.,['1499145597148078080'],1
@wawam @COMELEC @jabjimenez Go hahaha di ako takot 😂😝😝 may mga proof kami,['1501121712804737025'],0
"@inquirerdotnet @JEMendozaINQ Takot nga, huwag na pilitin ang ayaw at bahala na ang COMELEC gumawa ng dahila para sa kanya.",['1502843319441039360'],1
"kaya sa mga kababayan ko wag na po sana naten sayangin ang boto naten sa may 2022, ihalal po naten ang taong may disiplina at galit sa magnanakaw sa kaban ng bayan. Sen Ping Lacson for 2022 presidential election. https://t.co/COcEyevQcj",['1501517385941262336'],0
"Ang antag naman nung attendance check pagdating sa rallies kasi

a. May mga quarantine kaya may mga di nakakadalo. 
b. takot and other personal reasons, or
c. ngayong eleksyon pa lang nagsisimula ang kamulatan sa social issues at political participation. https://t.co/G9J7RCnma0",['1509367857318359051'],2
"Tuwang-tuwa naman mga Apologists dahil madaming dumalo sa rally nila sa Cavite. Sabi nga daw ni Toni G., ""May nanalo na!"". Mga Accling ayusin niyo yan baka magparecount nanaman yan after Election 2022.",['1506259502580244484'],1
@gibe1968 @4FLOP_ @manilabulletin 2022 na iyak ka pa rin sa election ng 2016. Wala bang move on sainyo? hahaha,['1502151962317373443'],1
ang saya mako-complete ko this time ang senators 😭 kasi last senatorial election literal na ocho diretso except mar 😐,['1507872460934287360'],0
"@MarianYhan2 Gigil n gigil, at galit na galit na cla gusto nang manakit kc lapit n eleksyon kuleta pa rin ina nila at mas lalo clang naiinis kc mas dumadami mga tao.. Kaya Kung ano2x nlang ginagawa nila",['1507031897351852036'],1
"@canete_darwin Takot lang yan si carpio😂
Every election lang nmn nila ilabas yung mga ganyang issue,political gimik yan sa mga losers😂😂😂",['1509771310540288007'],1
@8Walingwaling @Akoganda12 @coffeecupsszzzz @dragun214 @NichTweet101679 @DadiTsukie @jobjorl @lurker202121 @Ruthie2114 @lino_iam @dennisquijada4 @GrowlHarhar @Charlbumbum @BuangSonny @Disisyiti @GraceEverlast @ces_riki @lenirobredo @FedicTheGreat @MarionA56n @Du30Titan @marcosdaily_ph @srsasot_ @iamkarendavila @inquirerdotnet @PhilippineStar @tribunephl @n4n4daim3 @DapatSiLeni @AdeWinter8 @BBMSigawNgBayan @COMELEC @jabjimenez @rowena_guanzon @philstar @interaksyon Sa galit nya mali mali na 🤣😂😂😂 Emotional masyado 🤣🤣 umiiyak na yan habang nagta type!! 😂🤣🤣 https://t.co/XptwVltIiL,['1499265820278816768'],1
"@Ian12Am @jobjorl @TonStriker @lino_iam @dragun214 @booboolenlen @DadiTsukie @NichTweet101679 @Charlbumbum @8Walingwaling @dennisquijada4 @coffeecupsszzzz @bongbong_sara22 @lurker202121 @Ruthie2114 @GrowlHarhar @BuangSonny @Disisyiti @GraceEverlast @ces_riki @lenirobredo @FedicTheGreat @MarionA56n @Du30Titan @marcosdaily_ph @srsasot_ @iamkarendavila @inquirerdotnet @PhilippineStar @tribunephl @n4n4daim3 @DapatSiLeni @AdeWinter8 @BBMSigawNgBayan @COMELEC @jabjimenez @rowena_guanzon @philstar @interaksyon @TigreAgila @bbm__sara2022 @alohasta1 ano na ian iyak ka na
hindi ka makasagot hahaha
😂😂😂 https://t.co/3PuavsX12b",['1503328538342027264'],1
hindeeee.. mageklamo ka na lang sa comelec baka sakaling madisqualify na yung presidential bet na yon at nang hindi ka na nanginginig sa takot jan. https://t.co/oZNkYIMr6g,['1500783436449316865'],1
iyak n nmn ang mga dilawang at pinklawan s bagong commisioner ng COMELEC 😭😭😭😭,['1501164042907713536'],1
@Ikit_23 Bakit sila aattend sa smni eh si quiboloy mayari nun which is an ally of Marcos (lol) CNN debates and comelec debates are unbiased platforms kaya dapat dyan unaattend takot ba si marco na hindi sya makasagot sa mga questions lol???,['1505183751747534850'],1
@smninews @COMELEC BuHuHuHu Ressa! Iyak ka na lang.,['1501414705071800322'],1
@Arshiethromycin Kaya galit sila kapag nakikita nilang madaming umaattend sa mga campaign rallies ni Leni kasi dun lumalabas kung gano karami ang sumusuporta kay Leni. Baka kasi contradicting sa maging result ng eleksyon hdjsnsjsh,['1501908284248231940'],1
"Yung bad karma niyo, laging dumudoble.

Imagine noong Rappler ang nagkaron ng kasunduan with COMELEC, wala kayong say? Yan mukhang hindi pa matutuloy HAHAHAHHA. 

Umaayos ang tadhana kay Baby M so iyak nalang kayo https://t.co/DazvSuJDrl",['1501435969920446466'],1
"@CanHsb @KimIndar @lenirobredo @bamaquino Gànyan din yan dati nung Vice presidential election nangunguna sa survey hahahaha pero Waley talo,iyak.",['1500405033703460864'],1
"comelec mawalan ng internet? dyoskomiyo..
comelec wag nyong gawing tanga at bobo ang taong bayan lantaran na ang panloloko nyo sa mamayang Pilipino gusto nyo nman ulitin ang magic magic nyo nong 2016 election?.may itanong lng sa inyo si Ime Marcos bigla nawalan ng internet??",['1502150470810230789'],1
Tama manga kapit tuko tinatamaan kita ninyo yong ginawa sa taga Cavite 800k na daw siguradong vote kla mo talaga sila nag kokontrol sa Cavite na alala ko tuloy ABSCBN na Tuwa sila sa 11k na walan nang work sabi sila daw batas sa election wag kalimotan yong 70 sa congress alam na. https://t.co/qFs1zm6y1x,['1500540568081879041'],1
"@LunaOceanus @ANCALERTS Lol. Try harder pa mga pinklawans baka may increment na ang rating ni leni, baka plus 1% na. Majority of Filipinos don't believe to Aquino cronies, like leni and kiko and we can prove it after May 2022 election. Iyak na lang kayo.",['1498853233720463365'],1
"makangirit si daddy, sabi baya saako kun maki-argue daw ako about sa halalan and sin inhapot ko nakay di nagjojoin si BBM sa mga debates, nagwalk-out bigla 😭",['1500892734999371776'],1
"@yushiroes kapal nga e, he's aware about the estate tax gusto sigurong iwasan kahit na his sister imee told him to attend the comelec debate :// takot magisa methinks 🥰",['1505176972850511874'],1
"@jabjimenez Alam mo ba, we have the feeling na hindi ang mga marcos at dutaes ang kalaban namin sa election. Kundi ang comelec! 

Sobra sobra nyo ng bini-baby ang bbm na iyan at sobrang takot naman ninyo sa mga dutae!",['1501552093798227968'],1
@NOtoThieves @jb_marzan Wala ka mauuto dito. Sige iyak 15%.  Ocho diretso wla nakapasok last election. Di paba kau nkkramdam? Snusuka nakayo🤭🤣 https://t.co/OlGQ3K1JNw,['1504316005971300354'],1
@daxlucas Hahaha! This is supposed to be a simple liquidation issue. Problema lang is nahaluan ng politika because election season. Ang dami bigla gusto magpa-pogi. Kaya lalo gumulo. Haha!,['1504388078810845185'],1
Wala na ba covid sa pinas? Bakit nakikita ko yng mga tao parang glue magkakadikit 🤧 hello covid 2.0 ata to pag katapos ng election😅 saya now lockdown later🤪,['1499756656363597826'],1
@Moniqu3n nabaliw na yan   masyado na Stress cya   cguro takot na takot na yan na bka maupo si BBm  lumabas yon baho na kasangkot cya ng 2016  eleksyon sa dayaan,['1508064124646866958'],1
"Funny to think these BBM supporters na galit kay Leni kasi hindi 'absent' siya sa SMNI pero si BBM absent sa lahat.

Okay, Disregard all media debates. Pero, COMELEC DEBATES? A government sponsored debate? Wow, hindi naman siguro media company ang comelec no? 

#SMNITheDeepProbe",['1507659063366086659'],1
@PhilstarNews Punong-puno ng galit ang mga kakampwets. Pagtapos ng eleksyon yung wrinkles nila kahit padaanan ng pison di na ma-flatten,['1507060045296508928'],1
"WELL JOB MADAM VP, ISKO, PING AND KALEODI 🤘🤘🤘 NAPAKAHEALTHY NG DEBATE FOCUS LANG SA MGAPLATFORM NG BAWAT ISA..GOOD JOB COMELEC (Now alam ko na bakit takot na takot ang BEBEEM, takot maungkat ang singilan sa BIR) #KayLeniNaTayo #PiliPinasDebates2022 #LetLeniLead2022 #Kakampink",['1505176613138612226'],0
"Abante babae pero ayaw mo na magsalita si bar/bie para labanan si XG,galit sa kathniel dhil Di nagsalita about election pero kay bar/bie ok lng na di magsalita sa issue😬😃 https://t.co/5dyxQ86InM",['1506818767908913155'],1
"IYAK MGA KAKAMPINKS KULANG ATA YUNG PAG NENEGATIVE CAMPAIGNING NYO!!! 😭 JUSKO MAG DOUBLE TIME NA KAYO LAPIT NA MAG ELEKSYON 😂 MUKHANG DI EFFECTIVE YUNG MGA ARTISTA NYO SA ABS-CBN 😴 WELL MAY KASABIHAN NGA ""ANG NAGMAMATAAS AY IBINABABA AT ANG NAG PAPAKA-BABA AY ITINATAAS"" https://t.co/gxJQeWG7g5",['1503305108313964547'],1
"MGA PALAKA. maraming Troll Army ang mga Kakampwet So WALANG Cavite Landslide. Pangalawa, HINDI mapepersuade ng mga ganitong Post ang mga Tao. 3 mos na lang eleksyon na. Malabo na magbago ang Ihip ng hangin. Iyak na kayo https://t.co/0fn0dyxnre",['1499443315246190592'],1
@Moniqu3n @YesYesYo13 Jan natin makikita sa subrang galit nya kaya nyang mag manipula ng resulta ng election. 🤣🤣🤣🤣,['1507936334865858564'],1
Ilan ang pro mass testing ang galit sa mga election surveys? https://t.co/iyZ2aPCoVI,['1503707616601849862'],2
"Parang noong kay Vico siguro sa Pasig? Mataas sa survey kasi takot magsabi nang totoo ung iba, pero nagreflect naman sa election ang totoo. TIWALAAAA 🌷🌷🌷

#KulayRosasAngBukas 
#NuevaEcijaIsPink
#SanJoseIsPink
#CabanatuanIsPink 
#LeniKiko2022
#CaviteIsPink
#PeoplesCampaign https://t.co/8nMYlujwLR",['1506282339915247622'],0
@Flyjmd76 Syempre leni robredo. Db nga takot siya matalo ngayon eleksyon kasi pde mahalukay na nandaya talaga siya 6 years ago. Kaya gagawa talaga sya ng mdaming paraan ngayon hahahahaha,['1500567975279005696'],1
"Dun sa mga nagalit sa post ko about COMELEC red flags, naintindihan ko kayo kasi galit kayo sa totoo.

Kung pinuri ko si Alamano at ang COMELEC, malamang e magustuhan nyo ko. Kaso hindi po ako bulag. Aanhin po ang isip at mata kung hindi gagamitin ng tama?

#ComelecRedFlags",['1501732954778726401'],1
Halatang takot na sa mangyayari sa eleksyon kaya nagpapakalat ng FAKE NEWS. #BoyingSinungaling,['1500310820575531016'],1
"While walking sa Pasig may biglaang COMELEC Checkpoint ang mga Police two way yon si naging one way, may tricycle and grab drivers na dadaan bigla sinabi ng Police

“DUN KAYODUMAAN! MAG BASA NGA KASE KAYO!”

LIKE??? Kasalanan ba nila na bigla kayo nag checkpoint? 🙄🙄",['1500801897078218753'],1
"@jmschumey Naghahanda lang yan kung sakaling manalo si Ma'm Leni. Palalabasin na may anomalya sa smartmatic. Kahit hawak na nila comelec at hawak na ni dennis uy ang pag handle ng logistics ng eleksyon, malamang sabihin pa niya na ng daya pa si Ma'm Leni. Mandaraya na takot madaya?",['1505014711347138561'],1
"@roming1994 As per doon sa napanood na hindi nyo inintindi hahahha is sinabi ni PRDD na basura kase sa kanya sinisisi e nanalo na sya sa election whahahhaha 😂 so he said and i quote ""BAKA SA MGA GALIT KAY LENI YAN OR DI KAYA KAAWAY NILA SA NAGA"" #NagaLeaks 😂🤣🤔hmm",['1500722457233166338'],1
@COMELEC takot na takot na kayo kay madam Leni ha.,['1501058981061545987'],1
Ang saya mag-share ng election related posts sa fb knowing na may baby m friends kang makakabasa,['1506223090576986116'],0
@gmanews @COMELEC puro na Lang kayo daldal. Disband @COMELEC takot naman kayo kasi NASA payroll list din ba kayo?,['1507010216356814857'],1
"@rowena_guanzon @COMELEC Takot na takot si @bongbongmarcos sa debate!
Walang pangdepensa pag inatake sya, dhil sya yung pinakamaraming isyu kontrobersyal. From ill-gotten wealth to diploma!
Walang plataporma o konkretong plano para sa pinas at pinoys. 
BASTA GUSTO NYA LANG MAGING PRESIDENTE --TAPOS! 😂🤪",['1498880407114108929'],1
@RichMeJavz @jabjimenez Ha? Maayos na election? Ge iyak😭😭,['1501180115640025090'],1
"PINAYUHAN ni Senador Imee Marcos ang kapatid niyang si presidential candidate Ferdinand “Bongbong” Marcos na dumalo sa nalalapit na debate na inorganisa ng Commission on Elections.

https://t.co/40bRuL0GSU",['1502831849361444866'],2
@prongs05 Ay fake news 😂🤣 mag sasagap ka nalang ng information teeeee mali mali pa ako na mag sabi food stub yan organizer gumawa kuno malay mo black propaganda nanaman ng menktards to make takip the cavite scandal 😂🤣 uy balita oinag palitan na ni PRDD yong tao sa comelec iyak malala😭,['1501233872373116938'],1
@rapplerdotcom @lianbuan Naku may napipintong hokus pokus ata  sa election kaya gigil si Calida🤣,['1500649714479517696'],1
@animonator @htmldave @truthHaJun @DobolZ1629 @IpeLustre @COMELEC Takot ka ma DQ no? 😂. Natatawa ako sa inyong mga kakampinks.,['1507326505096908802'],1
"Pinagmamayabang ng mga BBMs yung bagong comelec commissioner, tuwang tuwa sila kase malakas ang kapit para mandaya. Ganyan talaga basta marumi maglaro 💩

#DanielPadillaForLeni
#ButuanIsPink
Kalinga ng Uniteam 💩
Rosas",['1501464891764314113'],1
"@rapplerdotcom @lianbuan @COMELEC ANO BA!? Di niyo ba ramdam ang pambabastos at kawalan ng respeto sa inyo ng mga taong ito? WALA SILANG PAKI SA BATAS, KASI WALA SILANG TAKOT! Kikilos ba kayo, o, wala lang!?",['1506477181014528002'],1
"Talaga bang former commissioner ito ng @COMELEC @jabjimenez ?👇😃 NAKAKAKILABOT pag nanalo si @lenirobredo mga taong nakapaligid s kanya mga PRANING puro Galit ang tinatanim sa puso ng mga tao! Lord, wag po sana madaya si BBM, wag nyo bigyan ng chance manalo ang supported ng NPA! https://t.co/DdzeMDoKBm",['1508007257464000512'],1
"See kaya galit na galit sila sa Shorts ni Direk Daryl na LenLen; Kasi Puppet talaga ng Yellow 😏 need not to say more 🥱 
❤️💚✌️👊Tapos na Eleksyon! https://t.co/kZB9Mqrls2",['1507505276248682497'],1
Kahit anong sabihin mo kay toni talo kayo sa election 🤣😜🤭 konti na lang oras nyo malapit na may 9 nakay toni at paul ang huling halakhak @jimbacarro @saabmagalona momentum papuntang inidoro na kayo 🤭😜,['1504503414939549697'],1
tinatawanan lang talaga ng marcos-duterte tandem 'yang election debates habang takot silang nagtatago. ironic so much.,['1505523076846751746'],1
Katakot na talaga ng election ngayon https://t.co/shxMOm8Cp6,['1501096110869594119'],1
"@ShameOnYouPpl Eh Yung BBM at Sarah nyo ok lang kung may babasahin sa Comelec Debate basta lang sasali. Partida na yan, Eh kaso mga duwag. takot malaman ng taong bayan kung gaano yang amo nyo ka bobo.",['1503958080257552388'],1
"@sejoalzir Napaghandaan ni DU30 ang eleksyon kc takot sya makulong. Lahat ng appointees nya sa SC, DOJ, COMELEC, PDIC, etc., at pati kandidato sa president ay hindi lang basta taga mindanao! Mga taga Davao talaga! To serve and protect him talaga!",['1509680039033409563'],1
"@rowena_guanzon Eh ikaw nga may sayad, ginawang comelec kumishunga at mayor ng aquino..Bakit broke ka na ba o takot kang maland reform yung asukalan mung bulok at magdildil ka nang asin,Brenda Buangzon?🤣🤣🤣 https://t.co/D7PPjZ6Dlh",['1498639985834033154'],1
@iAmSuperPissed Yes. Sa galit nalang yun. Marami pa rin naman hindi kasing mulat ng mga tao dito sa twitter. Maraming bagong pasok sa political twitter dahil sa election na ito. Siguro naman pwede bigyan ng leeway ng konti? Idk ako lang naman ito hahaha,['1500666052891480069'],2
"@supernegatrona minsan diko na alam ano ba talaga tayo. sabi nila bayaran tas nun pinatunayan na hndi bayaran elitista naman 🤣 yayamanin ako bigla ng diko alam kaya sige, at least nagiging yayamanin pala ako kahit ngayon eleksyon lang 🤣🤣",['1509153243536195585'],1
@presidentleni10 @ItsTheChad29 @bhevzkyren We will see s election day!!’  Iyak kayo s sama ng loob,['1505826875838447618'],1
@lawyersforleni @KPOPSTANS4LENI @jabjimenez @COMELEC NAKAKAHIYA PO KAYO! PILIPINO PO ANG NAGPAPASAHOD SA INYO @COMELEC BAKIT MAS TAKOT PA KAYO SA MGA YAN?,['1506092758465126403'],1
ngayon ko lang napanood presidential debate sa comelec grabe ang saya pagwala si bbm,['1505467926744211460'],0
"literally puts tibaks in a bad light e simula’t sapul tibaks naman ang nag papaingay ng calls 😭😭😭 eleksyon man o hindi, on ground man o hindi 😭😭😭 bkt galit",['1508303462446305282'],1
@RamButler @SadsideM @_angeldei Survey ka talaga umaasa...sige na...panalo na sa survey BBM mo...iyak ka na lng sa eleksyon. Bobo ako...sure ako yan rebuttal mo...mas BOBO ka!!,['1505577413589467136'],1
"@starkverse Kagabi nanaginip ako, sobrang lungkot ko daw kasi natalo si VP Leni sa election. Sobrang lungkot ng maraming supporters. Pero naniniwala ako sa kasabihan na ang kabaliktaran daw ang mngyayari sa panaginip. Kaya wag tayo mawalan ng pagasa.",['1501566802647662592'],1
"Tuwang tuwa sa 6% ng 800k. 🤣 Nakalimutan ata nila na paramihan ng boto ang eleksyon, hindi paramihan ng audience. 🤧",['1499945842861809669'],1
@felmarie_23 True. Takot yan kase mostly taga Pasig BBM kahit mga empleyado ng City Hall. Baka di sya iboto next election 😁,['1505720834476101632'],1
See! Nasa huli ang pagsisi! Dahil sa eleksyon puro galit ang nangingibabaw sa puso niyo! https://t.co/VFQqYEB1V2,['1507133404013162507'],1
"Mga supporters mo, lakas makasabi na takot ang mga hindi umattend sa SMNI na home court mo. e ito nga COMELEC na walang bias takot ka. sama niyo pa si Prof. Carlos. Lumaban kayo ng walang leakage. Duwag kasi BOBO!!! buti pa si Sen. Manny may bayag",['1498932018003906560'],1
@the13thfool @COMELEC Naku @COMELEC  @jabjimenez  eto ba gusto niyo maayos palakad niyo ? Haha shame ! Aminin niyo .. di niyo kaya mga marcos 😂😂😂takot na takoooot,['1504077777720410113'],1
@lawyersforleni @jabjimenez @COMELEC yuck talaga. Jusko comelec gumising kayo maging sa tama naman kayo for once.,['1506097503212486657'],1
@manilabulletin Tinde talaga ng BBM-Sarah tandem....alikabok ang iniwan sa mga sumusunod ng kalaban...landslide victory to sa May 2022 election😅😅😅khit saang survey #1 ang Pres at VP...dami n nmng galit na dilawan nito😂😂😂,['1504433799601528832'],0
nagsisilabasan bigla ang mga closet apologist sa newsfeed ko ah parang kayo rin yung mga nagsabing wag palamon sa eleksyon,['1506295520331202560'],1
Supportive friends yarn? Taga-HAHA lang kasi alam nilang totoo kaya dinadaan na lang sa tawa? Luh ganyan ba tingin niyo sa eleksyon? Hindi dapat seryosohin kesyo hindi naman patalinuhan pagpili ng kandidato? Ngii.,['1498640630465327108'],1
Daming tao sa Pasig ahh 👏 habang papalapit ang eleksyon. Paganda ng paganda ang laban! Wahhh katakot crowd sa Pasig lakasss,['1505509445920784387'],0
"@tinkerdecastro @IskoMoreno Huh? Wag niyo kami idamay sa katrantanduhan ninyong dalawang kampo na ginawang fandom war ang eleksyon, next time mag research ka muna bago mo ka bumanat sa kandidato namin. Wag ka magpasikat dito, nilapagan kalang ng resibo iniba muna bigla usapan, dun sa ka lvl mo wag ako 💩",['1501030544544464898'],1
@MadRV0125 @NezukoC42982556 @khaz_u HAHAHA Suitable kay BBM yung sinabi mo aattend lang kapag sa SMNI akala ko ba matapang? bakit ayaw umattend kahit sa comelec yuck tiger tiger kuting lang pala. wala talagang bayag si Leni babae siya e!,['1507875318505213956'],1
"So, huli na para makagawa ng paraan si BBM para manalo sa Election, kasi naplantsa na nila lahat.  Tawa tawa na lang sina Lugaw.  Ha ha ha ha.  Bigla angat ang rating nito bago mag Election.",['1500961415762706433'],1
"Tanga ikaw GUANZON ang totoong BOBO, sinisira mo ang sarili mo, why... KASI PAG nanalo si BBM at malalaman na NILOKO LANG PALA SIYA LAST 2016 ELECTION.... TAKOT KA DAHIL KASABWAT KA .....AMININ https://t.co/FyB2tQ9vO3",['1508020050141548544'],1
"@COMELEC @COMELEC ano ang basehan niyo ng pagiging ""public servant""? Yun bang hiyang-hiya to be travelling coach? Yun bang diring-diri sa ordinaryong tao? Yun bang sinungaling at hindi nagbayad ng buwis? Yun bang walang ginawa nitong nakaraang 6 years kundi magpa-recount ng boto?",['1498597288436199426'],1
"@ParrDenver @ABSCBNNews Eh si BBM? Anong current sakanya? Ahh yung hindi dadala ng comelec debate kasi takot magisa. Kawawa naman talaga mga bobong tulad mo na todo support sa magnanakaw. Fake news ang 200B may demand letter na nga eh. So funny. I’m not a minor, I’m a college graduate unlike BBM.",['1504630686375768064'],1
Jusko araw araw talaga maso-sorpresa ka pa din sa mga pinag gagawa ng administrasyong ‘to. Pakyu kayo @COMELEC https://t.co/d1hlYuZj5l,['1501101481721663496'],1
"@__nisanjo Sana pagkatapos na ng eleksyon, nasa Malacañang na si Ma’am Leni, makauwi ako at ma meet din kita… by then, busy na ang mga DDS at panatiko ni BBM sa pag iyak sa ilalim ng tulay, safe na akong umuwi 😂 maski wala akong bantay 🤣",['1500730099867422722'],0
kung mismong Comelec nga hindi dinisqualify eh ito pa kaya jusko takot na takot sa malinis na Gobyerno https://t.co/0vSwxSLujw,['1502860020391706625'],1
"@KlubBasilio88 @jclem3 Marami tayo. Huwag kang matakot. Ganun din ang ginawa ko sa 2016 halalan. Ako lang ang nag yellow t-shirt, narinig ko ang mga dutards bumulong na ang tapang ko. Hindi ko pinansin. Ayokong magpadala sa takot. #NeverAgain #NeverForget",['1501775744103772160'],0
"@Moniqu3n TAKOT alam na kung bakit ganyan, pag napatunayang MAY DAYAAN SA 2016 ELECTION.... KULONG YAN, KASABWAT YAN.... kaya pinipilit niyang SIRAAN si BBM para hindi makapasok... KASO LATE KA NA SHUNGA, FIRM NA, SOLID na KAMING MGA KA BBM at lalo pang DUMADAMI... MAGDASAL KA NA SHUNGA.,",['1507876766232489986'],1
@mrsunlawyer Andaming coming out stories pag eleksyon. Lahat nagiging LGBTQ 🏳️‍🌈 bigla,['1502176299506302977'],2
"@Alvinmoleramar1 @giasison @COMELEC Takot sa sariling anino ang mga pinklawan noh? hahaha, nandaya kasi nong nakaraang eleksyon e 🤣

ikaw sagutin mo nga kung walang dayaan year 2016 sa VP slate bakit nagtago c comelec chairman bautista sa US...cge sagutun mo yan",['1501359146930606082'],1
"@pbb_mika @LadyAnakSaLabas Nge fake news ka. Naman te
Napanuod niu b debate Ng comelec umamin n yun Isang vice president aspirant n kakampi niu n Wala ndaw pag asa manalo p KY BBM at Inday Kun Hindi mgsama sama kalaban.iyak lenlen",['1505819051901489153'],1
@bongbongmarcos A talaga po. Hahaha baka masabi nyo ulit victory ✌️ naman.pero pagdating ng Halalan iyak po kayo d nyo ulit matangap ang pag katalo mo.takbo ulit sa SC kasi nadaya ulit.. Resulta belllllaaaat... Iyak po ulit kayo.. Never again never forget 😉 😉 😉,['1503383154832273415'],1
@tonetjadaone @COMELEC Uy bumabawi si remulla @COMELEC  takot po kayo ? Insulto po sa inyo to,['1506135873968295939'],1
@krssmye @clarmander123 @nelson_0628 @jamkutch @COMELEC @DorisBigornia @alvinelchico @IanEsguerra @jabjimenez Delusional kayo kung feeling nyo may merit yung disqualification. Kaya nga nabasura eh. Pero yung partnership sa Rappler na foreign funded and led by a libel convict? Wag kame lokohin nyo. Wlang nahuli kasi wlang bumibili. Iyak.,['1499696257886932995'],1
@sherieanntorres @WomanityMP @kikopangilinan @lenirobredo That’s true parang may niluluto c pres duterte. May mga palabas n galit silang mag ama n coke user ung isa pero behind that iba ginagawa sa sinasabi at nakakatakot ito. Dapt mga Pilipino humanda sa pagbabantay sa eleksyon or another people power 3 b mangyayari?,['1501413104105623553'],1
@PinoyAkoBlog @jabjimenez INGGIT MUCH? RAPPLER PA MORE WITH COMELEC. TAPOS NGAYON IIYAK IYAK KAYO. ANYARE SA MUKHA MO?,['1499777302913503239'],1
